"","label","X","SA.axis_rank","GAM.age.Fvalue","GAM.age.pvalue","GAM.age.AdjRsq","Anova.age.pvalue","age.onsetchange","age.peakchange","maxage.BNC.increase","age.maturation","significant","Anova.age.pvalue.fdr","significant.fdr"
"1","Networks_LH_VisCent_ExStr_1",1,21,4.53177122184592,0.010959493959965,0.00617828095194317,0.0107615980045024,10.3531115060301,10.8168315660804,14.400122939196,14.400122939196,TRUE,0.0173574161362942,1
"2","Networks_LH_VisCent_ExStr_2",2,28,1.59389526689574,0.203592817552596,-0.00104211316953762,0.203132812135077,NA,NA,NA,NA,FALSE,0.232151785297231,0
"3","Networks_LH_VisCent_Striate_1",3,2,1.75944930709531,0.172614662286372,0.001347677637626,0.17213963380104,NA,NA,NA,NA,FALSE,0.201332905030456,0
"4","Networks_LH_VisCent_ExStr_3",4,27,13.6852672082893,1.34264783415467e-06,0.0218769132323696,1.13910555056447e-06,5.041409,5.75806727462312,16.170690441206,16.170690441206,TRUE,3.61620809703006e-06,1
"5","Networks_LH_VisCent_ExStr_4",5,57,27.7299715874869,1.75977153451845e-12,0.0452967942700663,9.05787569159349e-13,5.041409,5.54728542914573,17.0138178231156,17.0138178231156,TRUE,7.24630055327479e-12,1
"6","Networks_LH_VisCent_ExStr_5",6,36,35.1249399821292,1.60080078646328e-15,0.0570541359101724,5.56457997548404e-16,5.041409,5.50512906005025,20.3863273507538,20.3863273507538,TRUE,8.56089226997544e-15,1
"7","Networks_LH_VisPeri_ExStrInf_1",7,39,2.55608447601227,0.0780602904526846,0.00266192211813143,0.077608022375226,11.8707407934673,13.8099337718593,13.8099337718593,13.8099337718593,FALSE,0.0988637227709885,0
"8","Networks_LH_VisPeri_ExStrInf_2",8,9,4.45187799223418,0.0118634728100799,0.00602620403821885,0.0116566552937368,10.8589879351759,14.8638429992462,14.9059993683417,14.9059993683417,TRUE,0.0183569374704517,1
"9","Networks_LH_VisPeri_ExStrInf_3",9,32,0.115164952942016,0.891229665527026,-0.00151773917873643,0.891219122565112,NA,NA,NA,NA,FALSE,0.904790987375748,0
"10","Networks_LH_VisPeri_StriCal_1",10,8,1.98862641432439,0.137365920382824,0.0017393754419216,0.136883317337098,12.7138681753769,13.3040573427136,13.3040573427136,13.3040573427136,FALSE,0.165919172529816,0
"11","Networks_LH_VisPeri_ExStrSup_1",11,15,6.34749116433528,0.00181473008789805,0.00938786164703598,0.00175113493961115,9.34135864773869,9.55214049321608,14.8216866301508,14.8216866301508,TRUE,0.00327314941983393,1
"12","Networks_LH_VisPeri_ExStrSup_2",12,10,14.7456335088198,4.7735490693973e-07,0.0237452447612172,3.94505202637397e-07,5.041409,6.09531822738693,16.6765668703518,16.6765668703518,TRUE,1.38422878118385e-06,1
"13","Networks_LH_SomMotA_1",13,58,4.37187228005844,0.0128435924853648,0.00587730625769978,0.0126275760627784,9.34135864773869,9.38351501683417,13.7256210336683,13.7256210336683,TRUE,0.0194816716590896,1
"14","Networks_LH_SomMotA_2",14,35,7.66622058309872,0.000493362411960729,0.0117139047648149,0.00046838470377746,11.0276134115578,21.1872983635678,21.8196439,21.8196439,TRUE,0.000986073060584126,1
"15","Networks_LH_SomMotA_3",15,6,2.39321950249743,0.091801676157486,0.00246655771527005,0.0913351562520401,12.9668063899497,17.1824432994975,17.1824432994975,17.1824432994975,FALSE,0.11416894531505,0
"16","Networks_LH_SomMotA_4",16,13,13.015884536036,2.58171339680583e-06,0.0207625414692445,2.2247087805999e-06,10.5217369824121,21.3137674708543,21.8196439,21.8196439,TRUE,6.95221493937469e-06,1
"17","Networks_LH_SomMotA_5",17,20,33.2520754878878,9.35302100108035e-15,0.0536444034554054,3.62082140306783e-15,5.041409,20.7235783035176,21.8196439,21.8196439,TRUE,3.94990015543506e-14,1
"18","Networks_LH_SomMotA_6",18,40,13.9357422237282,1.05147279098409e-06,0.0223685099451022,8.86714991414754e-07,10.0158605532663,21.1451419944724,21.8196439,21.8196439,TRUE,2.90726226693362e-06,1
"19","Networks_LH_SomMotA_7",19,16,12.8393839918848,3.06784302317482e-06,0.0205480858986132,2.65415560903145e-06,9.59429686231156,20.9765165180905,21.8196439,21.8196439,TRUE,8.04289578494379e-06,1
"20","Networks_LH_SomMotA_8",20,7,1.10145575996506,0.332746305913313,0.00017747192296047,0.332386855846173,NA,NA,NA,NA,FALSE,0.367278293752677,0
"21","Networks_LH_SomMotB_Aud_1",21,94,2.94876147974058,0.0528112027769712,0.00339083303067533,0.052404569893981,12.2079917462312,15.6648140120603,15.6648140120603,15.6648140120603,FALSE,0.0694100263496437,0
"22","Networks_LH_SomMotB_Aud_2",22,55,3.89450089218585,0.0206294990597531,0.00499965471781094,0.0203535305205895,11.1962388879397,14.7795302610553,14.8216866301508,14.8216866301508,TRUE,0.0303784037620739,1
"23","Networks_LH_SomMotB_S2_1",23,52,7.92500356005755,0.000382225558406013,0.0119547842619566,0.000361588562551819,9.76292233869347,16.5500977630653,16.5922541321608,16.5922541321608,TRUE,0.00076933736713153,1
"24","Networks_LH_SomMotB_S2_2",24,60,14.7517046976149,4.74539434918535e-07,0.0237279820064533,3.92117342979556e-07,9.42567138592965,21.1451419944724,21.8196439,21.8196439,TRUE,1.38422878118385e-06,1
"25","Networks_LH_SomMotB_Aud_3",25,89,4.36140121367482,0.0129777346352575,0.00587232983426955,0.0127604949367037,12.1236790080402,21.2294547326633,21.8196439,21.8196439,TRUE,0.0194816716590896,1
